,PRODUCT_ID,TITLE,BULLET_POINTS,DESCRIPTION,PRODUCT_TYPE_ID,PRODUCT_LENGTH
1134932,678697,Grundgedanken Der Amerikanischen Verfassung Und Ihre Verwirklichung,,,6143,618.109
529995,394204,Manalive,,,0,598.0
469123,1267066,Parker Jotter Standard Ball Pen with Free Orange Barrel | Body Color - Blue/Orange | Ink Color - Blue,"[Ink Color: Blue,Mode: Ball Pen,Warranty: 2 years warranty against manufacturing defects]",,5310,78.7401574
1756049,1400557,"Aston SDR997EZ-ORB-10 Kinkade 24"" x 72"" Completely Frameless Hinged Alcove Shower Door with StarCast Clear Glass, Oil Rubbed Bronze","[24 in. W x 72 in. H completely frameless alcove hinged shower door, Oil Rubbed Bronze finished hardware constructed of durable stainless steel,Premium 3/8 in. (10 mm) durable ANSI-certified tempered glass with StarCast by EnduroShield protective glass coating,Width adjustability: 23 3/4 inch - 24 1/4 inch (seal provides adjustability), walk-in opening: 21 7/8 inch,Reversible installation for right or left hand door opening, full-length clear seals included to prevent leakage, 1-year limited warranty,All reference measurements should be based on a finished opening, wall studs or similar reinforcement required for door installation, professional installation recommended]",,10992,2400.0
783012,1931207,"RIISCA Volume Eyelash Extensions - Easy Fan Volume Lashes 0.05mm C Curl 12mm Rapid Self Fanning Lash Extensions, Automatic Blooming Flower Individual Lashes, Lash Extension Supplies for Salon 05C12",,,295,496.0
2056405,1784168,"AquaBloc Down Gauntlet III Mitt (Small, Black Gunmetal)","[GORE-TEX technology keeps water out of our gloves, while allowing moisture from the inside (perspiration) to easily escape.,Lavawool is engineered by Gordini to combine the warmth of wool with the comfort and wicking superiority of fleece.]",Gordini has been keeping hands warm since 1956. They have been striving to create products to keep your body’s heat production and heat loss in perfect balance. Their technology is cutting edge and allows for breathability while maintaining the warmth needed to withstand whatever elements winter throws your way. They have different lines for all different weather conditions and activities. Their team of winter sports enthusiasts based in Vermont and Canada will settle for nothing less than perfection when it comes to creating quality and functional products that combine proven natural materials with the latest in synthetic technology.,2789,100.0
1990134,70982,"Human Herpesviruses HHV-6A, HHV-6B and HHV-7: Diagnosis and Clinical Management: Volume 12 (Perspectives in Medical Virology)",,,143,638.0
939993,1890056,"MAOM Natural Wood Slices 6 Pcs 4.7-5.1"" Diameter and 3/5"" Thick Wood Discs Circles for DIY Crafting Arts Crafts Home Decorations Wedding Decor","[LARGE SIZE: Each wood slice is approximately 4.7-5.1 inches diameter x 3/5"" thick.,SET OF 6: Each order contains a set of 6 pieces.,DIY CRAFTS: Ideal for display stands, weddings, wood burning, painted crafts, rustic centerpieces.,KILN DRIED to sterilize and preserve the integrity of the raw bark edges. Left untreated and unsanded for a natural, rustic feel.,Please note : It is normal for some wood bark fall partially from the slices or mold on the surface.Contact us through Amazon email for replacement or any products' problem.]","<p><b>Natural Pinewood Slabs Untreated 4.7""-5.1"" Diameter x 3/5"" Thick Large 6 Pieces Solid Wood for Weddings, Centerpieces, DIY Projects or Decoration.</b><br></p> <p>The cross-cut, round-shaped wooden plaque has a fine untreated surface and natural bark to give a more rustic look. They range between 4.7"" to 5.1"" in diameter.<br></p> <p>This wood shape is made from pinewood, best known for its excellent woodburning and wood carving qualities. <br></p> <p><b>It is also excellent for：</b><br></p> WEDDINGS CENTER PIECES DIY PROJECTS TABLE CHARGERS OR DECORATION <p>It makes a great base for candlescapes, silk flower arrangements and rustic craft projects. Plus, it's ready to decorate with paints, stains, decoupage, rubber stamps, embellishments, carved designs or woodburned designs.<br></p>",1555,550.0
1968813,2054910,Cotton khes Woman Saree and Man Kurta Couple Set by Ipsita Handicrafts Colour Green,"[Pure Khes Cotton Saree and Kurta ✔,Couple Set✔,Saree Length: - 5.5 meters ✔Blouse Piece Length: - 80 cms ✔Saree with Running Blouse✔,Colour as in photo✔Light Weight and Comfortable to Drape.✔,Package Content:- One Piece Man Kurta and One Piece Saree with running Blouse Piece✔]",✔Khes Couple Set Saree and Kurta with beautiful motiffs done by Beautiful design. Light weight and very comfortable to drape.Shantiniketan Style Pure Cotton khes Saree.Lookig Dazzling and Smart. Saree going with running Blouse Piece.Saree length 5.5 metre. The sarees are having an attractive design that is made in keeping in mind the choice of the women. These ultimate designed sarees are made to utmost comfort. These simple sarees can be customized to serve your best for your urge to put up the best of what you got. We have a grand collection of different varieties of sarees that you can choose the best for you and with absolutely beautiful design and work that you will really appreciate.The images represents the actual product size and colour by our store Ipsita Handicrafts on Amazon.,2916,551.1811018
928642,1158165,"Forum Novelties Men's Checkered Hat, As Shown, Standard",Includes 1 Checkered hat,"Extra! Extra! Read all about it! Go back to 1920s America where WWI had just ended and America was the greatest country in the world. This great checkered newsboy beret hat is great for your roaring 20s costume. This hat can also be used for modern day cab drivers, golfers, fishermen, or for those looking to create a 1920s Great Gatsby themed party! Great on its own, even better with the other hats, costumes, and other accessories in our store!",2802,920.0
2173073,2797529,ARRI Shoppeble Queen 12 Inches Single & Double Door Aldrop Latch for Main Door Fitting Kit Fancy Accessories Nickel Silver/C.P.,"[These ARRI Shoppeble door Aldrops are heavy and are of premium quality, You are advised to the check the weight of the other items and compare us with them to make a good decision.,These aldrop can be fixed on any door i.e. single door or double door.,Trendy and premium design, Ideal for any door.,Rust & corrosion Proof,Highly Durable Shine]","This ARRI Shoppeble premium quality designer aldrop is available in different shapes and sizes and gives an amazing look to your doors, This elegant art piece will add incredible charm to your doors. If you want to ensure the security of your personal and private space install this aldrop latch. Easy to install, these aldrops can be fixed on any door( double door or single door) or cabinet in your home or office. It is durable, sturdy, and being waterproof adds to its resistant properties to corrosion and rust.",10206,1181.102361
2198325,1727149,Baggit Women's Sling bag (Navy Blue),"[Synthetic Material,Color : Blue,Made in India]",,3114,5646.42
2074302,1668450,Levi's Women's Checkered Slim fit Top (80884-0002_Blue_M,"[Color Name: Blue,100% Viscose,machine wash,Body Blouse,Long Sleeve,Round Neck,Levi's Styled Top]",,3077,1181.1
367821,1794728,Coberta Printed Back Cover for Samsung Galaxy A50 Back Cover Case - Army Black Grey Orange,"[Provides A Sleek And Compact Look To Your Mobile Phone.,This printed back cover is durable and light weight, very easy to use and handle.,Precise cutting for easy access to all buttons and ports of your mobile phone. This hard case fits perfectly to your device.,Permanent Prints, No Chipping Or Peeling.,PRINTS ALL SIDES: Our print covers all visible area of the case including sides.]",Coberta Printed Designer Back Case Cover For is made up of polycarbonate material which is durable and light weight that ensures sleek and compact look for your phone. Every Cover is printed with excellent and designed in a way that it perfectly fits onto the back of the phone.,12064,314.9606296
283404,1135036,"Royal Designs CS-1009-5-SIL/ST Clip On Empire Chandelier Lamp Shade, 3"" x 5"" x 4.5"", Silver Stripe","[Shade Dimensions: 3"" x 5"" x 4.5"" (Top x Bottom x Slant/Height),Chandelier Lamp Shade Shape: True Bell,Fabric: Hand Tailored Silk-Type Shantung Fabric, Premium Off-White Styrene Lining,Clip: Features CLIP-ON fitter designed to fit over a candelabra bulb base (most shades available with double clip-on). Suggested maximum wattage is 60-watt candelabra bulb,Frame: Heavy grade 1.5mm rust resistant metal frame. Thicker than typical standard lamp shades]",,1661,500.0
624095,1370578,Nike Womens Free RN Flyknit 831070 406 Work Blue/Grey (9),,,9208,1300.0
1487929,932736,Nairobi Pamper Hair Relaxer 64 (4 Pounds / 64 Oz.),,,230,299.999999694
391785,794137,Moment in the Sun E.P,,,804,500.0
377613,973420,"Sorme Cosmetics Believable Finish Powder Foundation, Honey Dusk, 0.23 Ounce","[Sorme Cosmetics Believable Finish Powder Foundation, Honey Dusk, 0.23 Ounce,.23 oz.]",Versatile wet/dry formula and fragrance free;Alpha hydroxyl acids and antioxidant vitamin C stimulate cellular renewal to prevent aging;Hydrating jojoba oil keeps skin youthful and dewy;Made in the USA;Not tested on animals,304,90.0
1074390,2109591,COLORFLOW iPhone 11 PRO Back Cover | Funky Skull Cartoon Grey Black | Designer Printed Hard CASE Bumper Back Cover for Apple iPhone 11 PRO,"[[COMPATIBLE] COLORFLOW BACK COVER COMPATIBLE WITH APPLE IPHONE 11 PRO,[PREMIUM QUALITY] COLORFLOW Cover are printed with high-end Korean Ink Technology and are made with premium hard Polycarbonate (plastic) material with fully matte finish for upgraded style and durability.,[PROTECTION] The side frame is made of ultra shockproof Polycarbonate material.,[Perfect Fit] 100% compatible with wireless charging Exact fit, perfect cutouts with minimum bulk.,[LIFETIME WARRANTY] COLORFLOW provides lifetime warranty for the print quality.]","COLORFLOW, BE ALIVE WITH STYLE , HIGH QUALITY COLORS : Get Best Printed Cover for your APPLE IPHONE 11 PRO, Matte Finish Printing for Premium Look and Better Grip. Best product by COLORFLOW Made with cutting edge sublimation printing technology. High Quality printed designs. Lifetime replacement guarantee on print. Please note that this warranty is only for colors and not for rough usage, scratches or any kind of breakage. LIFETIME WARRANTY : COLORFLOW provides lifetime warranty for the print color quality. In case any of your products gets fade away with time, we will provide you a new back cover with no question asked. PRODUCT FEATURES : this cover very easy to remove. Smooth, seam-free surface feels great in hand. This will give a fabulous look to your phone. Precious Cutouts for Control.",12064,641.338582023
1243664,114482,Play Guitar With... Black Sabbath,,,17,900.0
2169896,1804946,"AUEAR, Set of 6 Shovel Shape Coffee Spoon Stainless Steel Shovel Sugar Spoon Mini Shovel Ice Cream Spoon for Home Party Supplies","[FEATURES: Small and exqusite, lightweight and durable.,Material: Stainless Steel.,Multi-purpose Use: It can use for ice cream, pudding, food and snacks spoon, also can ue for parties table decoration, for home, kitchen etc.,PACKAGE INCLUDED: 6 Pcs Shovel spoon.,After-sale service: We are committed to creating the best customer service of the Refrigerator Handle Covers. If you are unsatisfied, please contact us.]","<p><b>Product details: </b></p><p>Type: Shovel spoon</p><p>Color: Silver</p><p>Material: Stainless Steel</p><p>Quantity: Set of 6</p><p>Item size: 4.8 inch</p><p><b>Features:</b></p><p>Use Convenient: Easy to use and clean, carry convenient.</p><p>Wide range of use: It can use for ice cream, pudding, food and snacks spoon, also can ue for parties table decoration, for home, kitchen etc.</p><p>Novel design: Beautiful outlook, practical and durable, sturdy and reusable.</p><p>High quality: Made of durable material, durable for long lasting use.</p><p><b>Warm tips: </b></p><p>1. Due to differences in light and pixels, please take physical design and color shall prevail.</p><p>2. Size pure manual measurement with slight error.</p><p>3. Small parts. Not for children under 3 yrs.</p>",1371,520.0
571238,2795396,YUPHORIA Water Image Designer Printed Soft Mobile Back Cover for Xiaomi Redmi 10C,"[Material : Premium Class Silicone Back Cover.,Printed Silicon Back Cover.,Soft & Flexible Back Cover.,Camera Protection Bump.Professional Transparent Case.,Matte finish high definition printing.]","Provides excellent protection for your Phone. Luxurious Look Lightweight and stylish case. Slim fit snap-on case allows easy access to all buttons, controls and ports",12556,314.9606296
1012638,1142408,"R&M Richards Women's Halter Gown with Beaded Waist, Navy, 6","[Back zipper and tie closure sleeveless relaxed fit slit to thigh at front skirt,Wide banded waist with beading at front only full length skirt]","Dress features lined top, keyhole neckline, sleeveless, padded bust, beaded waistline, matte jersey fabric, side slit, and pullover style with tie back closure.",2986,1200.0
1184237,1210817,Made By Johnny WB1060 Womens Chic Tie Dye Palazzo Pants XXL Brown,"[Wide leg knit palazzo pants design,All over tie-dye print / Comes in variety of colors,Fold-over waist detail / Double stitching on bottome hem for long lasting,HAND WASH IN COLD WATER / DO NOT BLEACH / LAY FLAT TO DRY / DRY CLEAN IF NEEDED,Please check the size chart below to ensure your order / Color Disclaimer : Due to monitor settings, monitor pixel definitions, we cannot guarantee that the color you see on your screen as an exact color of the product. We strive to make our colors as accurate as possible. however, colors are approximations of actual colors.]","Leisure-wear meets boho chic with these ultra comfy palazzo pants! Featuring a stripe like tie dye print and fold over option waist or keep it high waisted. These lightweight knit wide leg pants are inpired by your comfiest loungewear, but van equally be dressed up. Add a racerback tank and sandals for a carefree day with friends or crop top and booties for an outdoor concert.",2915,950.0
273316,686095,"Hegels Begriff Der Erinnerung: Subjektivitaet, Logik, Geschichte: 3 (Wiener Arbeiten Zur Philosophie)",,,6134,550.0
777372,426511,Sapphire Beautiful: 2 (Club),,,3383,551.0
1773325,1400496,"CROCI Dog Raincoat Color with Printing in Rainproof Nylon, 20 Cm, Grey",,,6889,118.1102361
852482,2612274,Handcrafted Brass Metal Bulls Bullock Cart Showpiece | Decorative Figure (Rose Gold) - Pack of 1,"[Primary Material : Antique Brass,Such a fine quality product that help you to choose a perfect option to gift your loving persons.,A traditional look bullock cart that helps you to provide complete decoration for your home.,Great for gifting during weddings, anniversaries, house warming ceremonies, new venture, award ceremonies etc.,Package Included: 1 Brass Metal Bullock Cart Idol | Can Be Used As Wall Decor, Home Decor Accent, Wedding Anniversary Thanksgiving Birthday Gift, Decorative Showpieces.]","A symbol of traditional India, brass sculpture of Bullock cart is a beautiful piece of art and craftsmanship,exotic decoration for your home and office.This Handmade Sculpture is designed in brass using sand casting technique and has a golden color to it.Place this calm art piece in your living room for an effervescence beauty or gift it to your loved ones before he/she enters a new phase in life. It represents the power of the Supreme Being who removes obstacles and ensures success in human endeavors.Complete the decor of your home in the utmost of style or add some Indian flair to your living room decor.",5506,78.7401574
771415,2993939,"P.P. Women's Top Printed 100% Pure Cotton Regular Casual Wear Short Kurti (XL, Yellow)","[Care Instructions: Machine wash cold, wash dark colors separately, do not bleach, tumble dry low, warm iron.,Fit Type: Regular,Top Material: 100% Pure Cotton,Sleeve Type: 3/4 Sleeve; Collar Style: Button Down.,Ocassion: Casual, Formal]","P.P. is a contemporary fusion Kurtis brand, which merges Indian and western sensibilities with an emphasis on distinctive design and styling. Understanding the changing fashion requirements of women, we felt the need for a one-stop solution for all their style queries. With the same thought, we introduced the brand P.P. which caters primarily to the work and casual wear requirements of modern Indian women who have an independent mindset. We also did in-depth market research and data analysis to accentuate the fit, quality, and comfort of our products. This printed Kurti top is made of 100% cotton and is a staple for hot destinations, it features a mandarin collar with half placket and 3/4 of the sleeves.",2916,1181.102361
1803389,1976285,"Auto Pearl Car Silver Black Wheel Cover Caps 14"" inches Press Type Fitting Compatible with-Amaze T2","[[Universal Hupcaps]: Auto Pearl wheel covers fit most models of vehicle brands. It is designed for 14"" stock steel wheels, and will not fit over alloy wheels.,[Corrosion Free and Sturdy]: Constructed from premium quality durable ABS materials, with a lustrous, durable finish.These hupcaps add a stylish look for your cars.,[Easy to Insall]: Simply snap right onto your vehicle's wheel.,Vehicle Compatibility: Honda Amaze T2]",,7371,787.4
760920,1745340,"Lunarable Japanese Garden Window Valance, Cherry Blossom Sakura Tree Branches Floral Spring Season East, Curtain Valance for Kitchen Bedroom Decor with Rod Pocket, 54"" X 12"", Eggshell Pink","[1 PANEL VALANCE - 54 inches wide x 12 inches long. Decorative home accent for window. MADE IN TURKEY,FEATURES - 2.5-inch rod pocket. Fits any type of rod up to 2.5 inches. Valances are not blackout.,MADE FROM - High-quality silky satin polyester. Provides soft touch in kitchen living room bedroom.,MACHINE WASHABLE - On cold delicate cycle, tumble dry low, iron on low heat. Unique. Genuine. FUN.,ADDS GREAT PERSPECTIVE - Bold graphics printed with state of the art digital printing technology.]","MEASUREMENTS - 54 inches wide x 12 inches long. 1 panel valance. Decorative home accent for window.</br>FEATURES - 2.5-inch rod pocket. Fits any type of rod up to 2.5 inches. Valances are not blackout.</br>MADE FROM - High-quality silky satin polyester. Provides soft touch in kitchen living room bedroom.</br>MACHINE WASHABLE - On cold delicate cycle, tumble dry low, iron on low heat. Unique. Genuine. FUN.</br>ADDS GREAT PERSPECTIVE - Bold graphics printed with state of the art digital printing technology.</br>Window valance for your kitchen, living room, dining room, bedroom, kids and dorm rooms. Matches well with various color palettes of curtains, rugs, furniture and any other home decor accent accessories. Made from high quality 100% polyester tight woven, Turkish made, silky satin fabric. They can be gifted to your mom, dad, sister, brother, grandma, grandpa, wife, son, daughter and other beloved ones with 10's of thousands of designs. You can also find matching curtain panels in our Amazon Collection. As manufacturers of printed home textiles, we follow current trends and bring you the latest home fashion. Environmentally friendly, no dye substance harming the health of your family. Either a present to your family, friend, relative, boyfriend, girlfriend or yourself, the item should be interesting, authentic. Men, women, kids, teens, boys or girls everybody will love them! Anyone from any profession will be thrilled by the difference these curtains bring to their house decor. Due to manual measurement, please kindly allow a 1-2 cm discrepancy. The digital images we display have the most accurate color possible, however, due to differences in computer monitors, we cannot be responsible for variations in color between the actual product and your screen. No hardware is included.",1649,1200.0
2094811,2702391,ATORICA-10MG - Strip of 15 Tablets,"[Composition: ATORVASTATIN-10MG,Dosage: As directed by Physician,To be stored in cool places at 10°C to 25°C. Store in a cool and dry place away from sunlight]",,12517,86.614
103155,708091,"Der Bologna-Prozess: Entstehung, Strukturen und Ziele der europäischen Hochschulreformpolitik",,,152,500.0
666654,1208268,Interlocking Building Blocks and Gears 81 Pcs Construction Toy Set for Children Kids Boys Girls - Motorized Spinning Wheels - Build Variations with Funny Puzzle Bricks Gear Wheels Brand Ideas In Life,,,934,1370.0
2033106,1750890,"Ezprogear 20 oz Purple Grape Stainless Steel Slim Skinny Tumbler Vacuum Insulated with Straw (20 oz, Grape)","[Introducing Single Pack Ezprogear 20oz Stainless-Steel slim tumbler with vacuum insulation technology and BPA free Slider Lid. Great for all kind of occasions and suitable use for all ages. This slim tumbler is powder coated which gives you more solid grip when holding your beverage.,Made with BPA Free made from high quality 304 18/8 food grade stainless steel, strong and durable make the tumbler is unbreakable for long time use. Rust resistant and easy-reach to clean by hand. Come with removable sliding Lid to provide maximum spill resistance which means no more splashes worry. The slider lid is not design for leak-proof.,This slim tumbler is using vacuum insulated technology for known as heat preservation to keep your cold beverage for 18 hours and hot beverage for 6 hours. The double Wall is design for Sweat-Free and comfortable to hold on hand,A Great gift option for yourself, friends and family. Buy with confident for something that you and everyone will like. We offer many vibrant colors that will surely fit every personality. From Men to Women, From Kids to Adults, everyone will love it!,What comes inside the package: 1 Pack of 20 oz Slim Tumblers, 1 Removable Slider Lid, 2 Stainless Steel Straws, 1 Brush for Straw Cleaning and 1 Canvas Pouch for Straw.]","【Features】: We crafted Ezprogear Slim Tumbler with vacuum seal in between so that your drink temperature will not easily transfer through. The heat prevention will keep your hot and cold beverage for much longer time<br> The double wall is made for sweat free convenient so you will never feel a sweat when you fill with cold beverage or get hot to the touch when you fill hot beverage. <p> 【Food Grade Quality】: This tumbler is made from high quality 304 18/8 stainless steel which makes it puncture and rust resistant.<br> We also offer BPA free Slider Lid so that you can easily slide through for open and slide back for close. <br> The sliding lid is design with splash proof and spill resistant but is not design for leak proof. <p> 【Why Choose Ezprogear】Our goal is to bring 100% satisfaction to our customer that’s why we always offer a TOP NOTCH customer service. If you happen to encounter any problem or defect with our product, let us know and we will definitely take care of you.<p> 【Friendly Note】: We recommend you hand wash the tumbler to avoid any paint damage. Use a soft sponge cloth or soft damp cloth to remove the exterior dirt. <br> Adult supervision is recommended if children under age is using this tumbler to avoid possible injury.<br> <br><b> Do not put this tumbler inside microwave for heat.</b> <p> What comes inside the package:<p> 1 Packs 20 oz Slim Tumblers<br> 1 Removable Slider Lids<br> 2 Stainless Steel Straws<br> 1 Brush for Straw Cleaning<br> 1 Portable Canvas Pouch for Straw.",1424,1025.0
838925,1570787,Mobile Cover for Samsung Galaxy C9 Pro Blue SM Case,"[Protects your phone from damages, dusts, fingerprints, scratches and bump.,Easy to install and remove.,This cover has stand feature which allows you to watch videos & movie.,Stylish & Durable,Perfect Fit]","The Case gives your phone a robust appearance without the bulk.To Help Protect The Screen When Face Down on A Flat Surface, It Is A Case That Is Super Protective Since It Has Raised Edges To Protect Screen From Scratches. Slim and Form Fitted Design : Every Corner and Button Is Accounted with Aprecise Fit Seamless Compatibility For Perfect Fitting. Easy Installation and Remove. The Case Easily Covers Your Phone Completely Providing Superior Impact Resistance In an Extremely Slim Profile.",12064,59.055
1276572,106786,"Alexander Pope's ""the Rape of the Lock"" (Monarch notes)",,,112,525.0
266532,428773,English-german Picture Dictionary,,,57,800.0
2177847,2491550,JUZZII Velvet Neck Pillow Eye Mask - Combo Airline Pillow Sleeping Pillow with Sleeping Eye Mask Travel Eye Mask Great for Long Road Trips and Flights (Blue),"[Imported Premium quality memory foam travel pillow,Memory foam moulds to the shape of your neck and provides ultimate comfort on journeys by flight, long distance bus, train.,You can also use it while working at your desk or while regular commute by your car.,Extremely comfortable and durable,Colour and Design exactly as per the pictures]","JUZZII Velvet Neck Pillow Eye Mask - Combo Airline Pillow Sleeping Pillow with Sleeping Eye Mask Travel Eye Mask Great for Long Road Trips and Flights. Great for travelling - Our neck pillows and eye masks are great for hikers and travellers. The portable nature of our travelling neck pillows and or eye masks make it easy to carry in different types of situations and environments. Whether you?re at the office or camping, we want you to stay comfortable.",3446,118.1102361
338620,245428,Griffith Gaunt or Jealousy (1896),,,110,598.424
947056,124926,Shark Attack! (DK Readers Level 3),,,30,594.487
822005,652934,Carnets de voyages relativistes.,,,23,728.345
1940322,2133939,"LOVE HUDA Professional Combo Waterproof Eyeliner, Mascara, Eyebrow Pencil and waterproof red edition lipstick of different shades pc of 4 for protective stay all day with Eyelashes(set of 8)","[Eyeliner: The firm, tapered tip of the applicator is easy to control and allows for a quick and precise application. Long-wearing, smudge-resistant.,Mascara: The perfect complement to a smokey eye look,this khol-pigmented mascara delivers high drama by creating extremely black, stretched-out lasher in an instant,plus,the long wearing formula holds its own against flaking,smudging,sweat and humidity.,Eyebrow Pencil: Define your brows with this eyebrow pencil that will provide natural-looking coverage for fuller arches.,Smudge proof and convenient twist up format for deep stroke.,Liquid Lipstick,Gives a Matte finish look,Long Lasting,One pair of eyelashes.]","Eye makeup Combo kit waterproof eyeliner,waterproof mascara with eyebrow pencil (set of 3) Easy to use. Lipsticks For Smooth and Bright lips, Full of Color Double Dazzling Moistening Lips in all seasons Natural Nourishing lips with one pair of eyelashes.",297,708.6614166
2095754,2593326,"Cherry Lace Minimizer Bra Cotton Inside Wire and Pad Free, Cream, (34) 34B","[More comfort with underwire free design,Adjustable wide straps reduce shoulder stress,Smooth pad-free 100% cotton fabric inside design,Minimizes up to 1 1/2"" - slims your look and helps clothes fit better.,Made in Turkey]","This minimizer bra reduces bust projection up to 1 1/2"" slimming your silhouette. Underwireless non-padded cotton cups provide the coverage and support that you need for all day comfort.",3009,850.0
370203,1343835,Kuber Industries Non Wooven Single Saree Cover Set of 6 Pcs (with Zip Lock),"[Material: Non Woven, Color: Red,Package Contents: 6 Saree Cover,Size: 42.5 cm x 35 cm x 1 cm,Care Instructions: Hand Washable,Made in non woven material with both side zip lock which helps to protect the zip runner and keep safe all sarees]",,1690,1673.225
92691,2345255,Bon Organik Regular T-Shirt (BON6196_Boy 4-5Y),"[Bon organik fabric : 100% cotton,package contains: 1 T-shirt,homegrown indian brand;comfortable to wear,Sleeve type: Half Sleeve,hand wash,machine wash delicate,do not bleach,do not wring,do not tumble dry,do not brush,do not iron on print/embroidery]",,2703,787.4
1397945,1240593,Hasbro Cutie Mark Magic Canterlot Castle Playset,,,0,625.98425133
651862,491687,Senpai 69: Notebook A5 for Anime Merchandise and Manga Journal Lover I A5 (6x9 inch.) I Gift I 120 pages I Blank,,,1,600.0
1480348,490458,Vintage Journal Dome of the Invalides (Pocket Sized - Found Image Press Journals),,,6094,400.0
770448,1168379,"24 x 32 , Oak : ArtToFrames NM-24x32-76808-972-1 Natural Barnwood Picture Frame, 24 x 32"", Oak",,,12228,75.0
1215926,761582,The law of the sea: guidelines on deposit with the Secretary-General of charts or lists of geographical coordinates of points under the United Nations Convention on the Law of the Sea,,,6332,850.0
155552,730136,Huetamo,,"Please note that the content of this book primarily consists of articles available from Wikipedia or other free sources online. Huetamo is a municipality in the southeastern corner of the Mexican state of Michoac?n, in a region known as ""Tierra Caliente"". Of indigenous Purepecha Indian origin, the word ""Huetamo"" means ""four chiefs"" or ""four came"". Fr. Juan Bautista de Moya founded it in 1553 and its official name now is San Juan Huetamo de Nunez. The region was independent around the 16th century. During this period of time, Andalusian Spaniards, African slaves and indigenous people populated the region. Through time the people in the region became people of mixed race; castas, mainly Castizos, mestizoss, mulatos and Lobos - another name for Zambos.",0,902.0
73943,1299860,Nuk Size 1 Soother (Pink),,,2637,78.7401574
622366,924139,Ripple Junction The Big Lebowski - Mens His Dudeness Soft T-Shirt Small Brown,"[Officially Licensed,50% Cotton 50% Polyester,Front Print,Machine Wash Cold, Dry Low,Listed in men's sizes]",Big Lebowski His Dudeness T-Shirt Sheer,2879,999.99999898
1472665,1204469,"Essential Medical Supply Designer Series Comfort Ring Cushion, Navy Polka Dot","[Features attractive prints that don't look like a ""medical"" cushion,Soft durable foam for greater comfort,Donut design provides relief for those who need it most,Will fit well on any seating surface,Washable, removable cover]",,7258,1600.0
970324,1637213,Innisfree Green Tea Cleansing Oil 150ml,,,343,338.58267682
286851,646280,Le dernier match de river williams,,,1,433.07
1437842,1877105,"YUVKUZ Display Screen for Huawei P10 Lite with Touch Combo Folder Full Assembly Digitizer Glass Replacement, Gold","[Looking to replace screen for Huawei P10 Lite with Touch Combo Folder Assembly Digitizer Glass Replacement, Gold,To repair fix Huawei P10 Lite Mobile Display with Touch Combo Folder, Gold,We have experienced some buyer from across India, involving fraud activity. They did buy and claiming wrong item received. To avoid this issue. We will share the product photos to buyer and seller messages. In case of any fraudlent activity we will take legal action against of fraud. Buyer requested to return same Item. Do not return any wrong item by mistake. Warranty void: Do not remove the front side lamination cover. We will not provide any warranty if removed.,Tested and working parts. Technical skills required. Test the item well before you install it onto the phone. The product images and serial numbers subject to vary. The displayed image is for references purpose only. This is compatible and assembld display unit for respective mobile. This is non-original and not manufactured from original vendor. It is made in china and assembeld. It is our brand of YUVKUZ.,Important: We have experienced some buyer from across India, involving fraud activity. They did buy and claiming wrong item received. To avoid this issue. We will share the product photos to buyer and seller messages. In case of any fraudlent activity we will take legal action against of fraud. Buyer requested to return same Item. Do not return any wrong item by mistake. Warranty void: Do not remove the front side lamination cover. We will not provide any warranty if removed.]","Replacement Screen for Huawei P10 Lite with Touch Combo Folder Assembly Digitizer Glass Replacement, Gold",11650,551.1811018
345792,792899,199 Quad,,,819,500.0
2092723,1798169,Aerosport Hooded Sweatshirt for Men (Aero_Hoodie001_Zipper_Navy_M),"[Material : 100% Polyester,Color : Navy,Fit : Regular,2 Kangaroo Pockets & shoe lace type draw strings with a front zipper,Model is 5.11"" tall with a 39"" chest, and 32"" waist and is wearing a size M]","Indulge in our Hooded sweatshirts which have a soft fleece lining on the inside and a high quality zipper which makes it quick to wear or remove. The fabric is 280 gsm spun polyester and is comfortable, soft and lightweight. The Hoodies are biowashed for softness and the fabric has a geo treatment which keeps it smelling fresh after use. Our hoodies are durable thanks to two thread fleece inner lining fabric, overlocked side seams, reinforced neck seams, and good quality 2/2 ribbed elasticated waist and sleeves. Our hoodie has 2 Kangaroo Pockets & shoe lace type draw strings and a front zipper. Our model in this shot is 5.11"" tall with a 39"" chest, and 32"" waist and is wearing a size M",2834,984.2519675
1605456,538499,High School Where Self-Esteem Innocence and Dreams Go to Die: A 6x9 Inch Matte Softcover Journal Notebook with 120 Blank Lined Pages and a Funny Dictionary Word Definition Cover Slogan,,,110,600.0
756025,560752,GIAC Certified Incident Handler A Complete Guide - 2021 Edition,,,1,600.0
